Edge		Weight
202 - 142		14
202 - 143		14
202 - 144		14
202 - 145		14
202 - 146		14
202 - 147		14
202 - 148		14
202 - 149		12
202 - 150		8
202 - 151		10
202 - 152		12
202 - 153		14
202 - 154		14
202 - 155		12
202 - 156		12
202 - 157		10
202 - 158		14
202 - 159		14
202 - 160		14
202 - 161		14
202 - 162		14
202 - 163		14
202 - 164		14
202 - 165		8
202 - 166		10
202 - 167		12
202 - 168		14
202 - 169		12
202 - 170		10
202 - 171		14
202 - 172		14
202 - 173		14
202 - 174		14
202 - 175		12
202 - 176		12
202 - 177		10
202 - 178		10
202 - 179		8
202 - 180		10
202 - 181		12
202 - 182		10
202 - 183		14
202 - 184		14
202 - 185		14
202 - 186		14
202 - 187		14
202 - 188		14
202 - 189		14
202 - 190		12
202 - 191		8
202 - 192		8
202 - 193		10
202 - 194		8
202 - 195		6
202 - 196		14
202 - 197		14
202 - 198		8
202 - 199		6
202 - 200		14
202 - 201		14
202 - 203		14
203 - 0		7
203 - 1		12
203 - 2		12
203 - 3		12
203 - 4		12
203 - 5		12
203 - 6		12
203 - 7		12
203 - 8		12
203 - 9		12
203 - 10		12
203 - 11		12
203 - 12		12
203 - 13		12
203 - 14		12
203 - 15		12
203 - 16		12
203 - 17		12
203 - 18		12
203 - 19		12
203 - 20		12
203 - 21		12
203 - 22		12
203 - 23		12
203 - 24		12
203 - 25		12
203 - 26		12
203 - 27		12
203 - 28		12
203 - 29		12
203 - 30		12
203 - 31		12
203 - 32		12
203 - 33		12
203 - 34		12
203 - 35		12
203 - 36		12
203 - 37		12
203 - 38		12
203 - 39		12
203 - 40		12
203 - 41		12
203 - 42		12
203 - 43		12
203 - 44		12
203 - 45		14
203 - 46		12
203 - 47		12
203 - 48		12
203 - 49		12
203 - 50		12
203 - 51		12
203 - 52		12
203 - 53		12
203 - 54		12
203 - 55		12
203 - 56		12
203 - 57		14
203 - 58		12
203 - 59		12
203 - 60		12
203 - 61		12
203 - 62		12
203 - 63		12
203 - 64		12
203 - 65		12
203 - 66		12
203 - 67		12
203 - 68		12
203 - 69		12
203 - 70		12
203 - 71		12
203 - 72		12
203 - 73		12
203 - 74		14
203 - 75		12
203 - 76		11
203 - 77		12
203 - 78		12
203 - 79		12
203 - 80		12
203 - 81		12
203 - 82		12
203 - 83		12
203 - 84		14
203 - 85		11
203 - 86		11
203 - 87		11
203 - 88		11
203 - 89		12
203 - 90		12
203 - 91		12
203 - 92		12
203 - 93		14
203 - 94		13
203 - 95		11
203 - 96		11
203 - 97		10
203 - 98		10
203 - 99		11
203 - 100		11
203 - 101		9
203 - 102		10
203 - 103		11
203 - 104		12
203 - 105		13
203 - 106		10
203 - 107		11
203 - 108		10
203 - 109		12
203 - 110		14
203 - 111		12
203 - 112		8
203 - 113		11
203 - 114		12
203 - 115		12
203 - 116		13
203 - 117		12
203 - 118		9
203 - 119		12
203 - 120		14
203 - 121		13
203 - 122		9
203 - 123		10
203 - 124		10
203 - 125		12
203 - 126		14
203 - 127		12
203 - 128		12
203 - 129		14
203 - 130		14
203 - 131		13
203 - 132		10
203 - 133		12
203 - 134		14
203 - 135		14
203 - 136		12
203 - 137		12
203 - 138		12
203 - 139		12
203 - 140		14
203 - 141		14
203 - 142		8
203 - 143		10
203 - 144		8
203 - 145		10
203 - 146		10
203 - 147		12
203 - 148		14
203 - 149		12
203 - 150		12
203 - 151		14
203 - 152		14
203 - 153		14
203 - 154		14
203 - 155		14
203 - 156		14
203 - 157		14
203 - 158		6
203 - 159		8
203 - 160		10
203 - 161		12
203 - 162		14
203 - 163		12
203 - 164		12
203 - 165		14
203 - 166		14
203 - 167		14
203 - 168		14
203 - 169		14
203 - 170		14
203 - 171		6
203 - 172		12
203 - 173		14
203 - 174		12
203 - 175		12
203 - 176		12
203 - 177		12
203 - 178		14
203 - 179		14
203 - 180		14
203 - 181		14
203 - 182		14
203 - 183		2
203 - 184		4
203 - 185		14
203 - 186		12
203 - 187		12
203 - 188		12
203 - 189		14
203 - 190		14
203 - 191		14
203 - 192		14
203 - 193		14
203 - 194		14
203 - 195		14
203 - 196		2
203 - 197		12
203 - 198		14
203 - 199		14
203 - 200		4
203 - 201		14
203 - 202		14
203 - 204		2
204 - 0		7
204 - 1		12
204 - 2		12
204 - 3		12
204 - 4		12
204 - 5		12
204 - 6		12
204 - 7		12
204 - 8		12
204 - 9		12
204 - 10		12
204 - 11		12
204 - 12		12
204 - 13		12
204 - 14		14
204 - 15		12
204 - 16		12
204 - 17		12
204 - 18		12
204 - 19		12
204 - 20		12
204 - 21		12
204 - 22		12
204 - 23		12
204 - 24		12
204 - 25		12
204 - 26		12
204 - 27		12
204 - 28		12
204 - 29		12
204 - 30		12
204 - 31		12
204 - 32		12
204 - 33		12
204 - 34		12
204 - 35		12
204 - 36		12
204 - 37		12
204 - 38		12
204 - 39		12
204 - 40		12
204 - 41		12
204 - 42		12
204 - 43		14
204 - 44		12
204 - 45		12
204 - 46		12
204 - 47		12
204 - 48		12
204 - 49		12
204 - 50		12
204 - 51		12
204 - 52		12
204 - 53		12
204 - 54		14
204 - 55		12
204 - 56		12
204 - 57		12
204 - 58		12
204 - 59		12
204 - 60		12
204 - 61		12
204 - 62		12
204 - 63		12
204 - 64		12
204 - 65		12
204 - 66		12
204 - 67		12
204 - 68		12
204 - 69		12
204 - 70		14
204 - 71		12
204 - 72		12
204 - 73		12
204 - 74		12
204 - 75		12
204 - 76		11
204 - 77		12
204 - 78		12
204 - 79		12
204 - 80		12
204 - 81		12
204 - 82		14
204 - 83		12
204 - 84		12
204 - 85		11
204 - 86		11
204 - 87		11
204 - 88		11
204 - 89		12
204 - 90		12
204 - 91		12
204 - 92		12
204 - 93		12
204 - 94		11
204 - 95		11
204 - 96		11
204 - 97		10
204 - 98		10
204 - 99		11
204 - 100		11
204 - 101		9
204 - 102		10
204 - 103		11
204 - 104		14
204 - 105		11
204 - 106		10
204 - 107		11
204 - 108		10
204 - 109		12
204 - 110		12
204 - 111		12
204 - 112		8
204 - 113		11
204 - 114		12
204 - 115		12
204 - 116		13
204 - 117		12
204 - 118		9
204 - 119		14
204 - 120		12
204 - 121		13
204 - 122		9
204 - 123		10
204 - 124		12
204 - 125		14
204 - 126		12
204 - 127		10
204 - 128		12
204 - 129		14
204 - 130		14
204 - 131		13
204 - 132		10
204 - 133		14
204 - 134		12
204 - 135		12
204 - 136		10
204 - 137		10
204 - 138		10
204 - 139		12
204 - 140		14
204 - 141		14
204 - 142		8
204 - 143		10
204 - 144		10
204 - 145		12
204 - 146		12
204 - 147		14
204 - 148		12
204 - 149		10
204 - 150		12
204 - 151		14
204 - 152		14
204 - 153		14
204 - 154		14
204 - 155		14
204 - 156		14
204 - 157		14
204 - 158		8
204 - 159		10
204 - 160		12
204 - 161		14
204 - 162		12
204 - 163		10
204 - 164		10
204 - 165		14
204 - 166		14
204 - 167		14
204 - 168		14
204 - 169		14
204 - 170		14
204 - 171		8
204 - 172		14
204 - 173		12
204 - 174		10
204 - 175		10
204 - 176		12
204 - 177		12
204 - 178		14
204 - 179		14
204 - 180		14
204 - 181		14
204 - 182		14
204 - 183		4
204 - 184		6
204 - 185		12
204 - 186		10
204 - 187		10
204 - 188		12
204 - 189		14
204 - 190		14
204 - 191		14
204 - 192		14
204 - 193		14
204 - 194		14
204 - 195		14
204 - 196		4
204 - 197		10
204 - 198		14
204 - 199		14
204 - 200		2
204 - 201		14
204 - 202		14
204 - 203		2
204 - 205		4
205 - 0		7
205 - 1		12
205 - 2		12
205 - 3		12
205 - 4		12
205 - 5		12
205 - 6		12
205 - 7		12
205 - 8		12
205 - 9		14
205 - 10		12
205 - 11		12
205 - 12		12
205 - 13		12
205 - 14		12
205 - 15		12
205 - 16		12
205 - 17		12
205 - 18		12
205 - 19		12
205 - 20		12
205 - 21		12
205 - 22		12
205 - 23		12
205 - 24		12
205 - 25		12
205 - 26		12
205 - 27		12
205 - 28		12
205 - 29		12
205 - 30		12
205 - 31		12
205 - 32		12
205 - 33		12
205 - 34		12
205 - 35		12
205 - 36		12
205 - 37		12
205 - 38		14
205 - 39		12
205 - 40		12
205 - 41		12
205 - 42		12
205 - 43		12
205 - 44		12
205 - 45		12
205 - 46		12
205 - 47		12
205 - 48		12
205 - 49		14
205 - 50		12
205 - 51		12
205 - 52		12
205 - 53		12
205 - 54		12
205 - 55		12
205 - 56		12
205 - 57		12
205 - 58		12
205 - 59		12
205 - 60		12
205 - 61		12
205 - 62		14
205 - 63		12
205 - 64		12
205 - 65		12
205 - 66		12
205 - 67		12
205 - 68		12
205 - 69		12
205 - 70		12
205 - 71		12
205 - 72		12
205 - 73		12
205 - 74		12
205 - 75		12
205 - 76		11
205 - 77		12
205 - 78		14
205 - 79		12
205 - 80		12
205 - 81		12
205 - 82		12
205 - 83		12
205 - 84		12
205 - 85		11
205 - 86		11
205 - 87		11
205 - 88		13
205 - 89		14
205 - 90		12
205 - 91		12
205 - 92		12
205 - 93		12
205 - 94		11
205 - 95		11
205 - 96		11
205 - 97		10
205 - 98		10
205 - 99		13
205 - 100		11
205 - 101		9
205 - 102		12
205 - 103		11
205 - 104		12
205 - 105		11
205 - 106		10
205 - 107		11
205 - 108		10
205 - 109		12
205 - 110		12
205 - 111		12
205 - 112		10
205 - 113		13
205 - 114		12
205 - 115		12
205 - 116		13
205 - 117		12
205 - 118		11
205 - 119		10
205 - 120		10
205 - 121		13
205 - 122		11
205 - 123		14
205 - 124		12
205 - 125		10
205 - 126		10
205 - 127		10
205 - 128		12
205 - 129		14
205 - 130		14
205 - 131		13
205 - 132		12
205 - 133		10
205 - 134		8
205 - 135		10
205 - 136		8
205 - 137		10
205 - 138		10
205 - 139		12
205 - 140		14
205 - 141		14
205 - 142		12
205 - 143		14
205 - 144		14
205 - 145		12
205 - 146		12
205 - 147		10
205 - 148		8
205 - 149		8
205 - 150		12
205 - 151		14
205 - 152		14
205 - 153		14
205 - 154		14
205 - 155		14
205 - 156		14
205 - 157		14
205 - 158		12
205 - 159		14
205 - 160		12
205 - 161		10
205 - 162		8
205 - 163		6
205 - 164		8
205 - 165		14
205 - 166		14
205 - 167		14
205 - 168		14
205 - 169		14
205 - 170		14
205 - 171		12
205 - 172		10
205 - 173		8
205 - 174		10
205 - 175		10
205 - 176		12
205 - 177		12
205 - 178		14
205 - 179		14
205 - 180		14
205 - 181		14
205 - 182		14
205 - 183		8
205 - 184		10
205 - 185		8
205 - 186		6
205 - 187		6
205 - 188		12
205 - 189		14
205 - 190		14
205 - 191		14
205 - 192		14
205 - 193		14
205 - 194		14
205 - 195		14
205 - 196		8
205 - 197		6
205 - 198		14
205 - 199		14
205 - 200		2
205 - 201		12
205 - 202		14
205 - 203		6
205 - 204		4
205 - 206		8
206 - 0		7
206 - 1		12
206 - 2		12
206 - 3		12
206 - 4		12
206 - 5		12
206 - 6		12
206 - 7		12
206 - 8		12
206 - 9		12
206 - 10		12
206 - 11		12
206 - 12		12
206 - 13		12
206 - 14		12
206 - 15		12
206 - 16		12
206 - 17		12
206 - 18		12
206 - 19		12
206 - 20		12
206 - 21		12
206 - 22		12
206 - 23		12
206 - 24		12
206 - 25		12
206 - 26		12
206 - 27		12
206 - 28		12
206 - 29		12
206 - 30		12
206 - 31		12
206 - 32		12
206 - 33		12
206 - 34		12
206 - 35		12
206 - 36		12
206 - 37		12
206 - 38		12
206 - 39		12
206 - 40		12
206 - 41		12
206 - 42		12
206 - 43		12
206 - 44		12
206 - 45		12
206 - 46		12
206 - 47		12
206 - 48		12
206 - 49		12
206 - 50		12
206 - 51		12
206 - 52		12
206 - 53		12
206 - 54		12
206 - 55		12
206 - 56		12
206 - 57		12
206 - 58		12
206 - 59		12
206 - 60		12
206 - 61		12
206 - 62		12
206 - 63		12
206 - 64		12
206 - 65		12
206 - 66		12
206 - 67		12
206 - 68		12
206 - 69		12
206 - 70		12
206 - 71		12
206 - 72		12
206 - 73		12
206 - 74		12
206 - 75		14
206 - 76		11
206 - 77		12
206 - 78		12
206 - 79		12
206 - 80		12
206 - 81		12
206 - 82		12
206 - 83		12
206 - 84		12
206 - 85		13
206 - 86		11
206 - 87		11
206 - 88		11
206 - 89		12
206 - 90		12
206 - 91		12
206 - 92		12
206 - 93		12
206 - 94		11
206 - 95		13
206 - 96		13
206 - 97		10
206 - 98		12
206 - 99		11
206 - 100		13
206 - 101		9
206 - 102		10
206 - 103		11
206 - 104		12
206 - 105		11
206 - 106		12
206 - 107		9
206 - 108		10
206 - 109		12
206 - 110		12
206 - 111		10
206 - 112		10
206 - 113		9
206 - 114		10
206 - 115		14
206 - 116		11
206 - 117		10
206 - 118		11
206 - 119		10
206 - 120		10
206 - 121		11
206 - 122		9
206 - 123		10
206 - 124		10
206 - 125		10
206 - 126		10
206 - 127		12
206 - 128		14
206 - 129		12
206 - 130		12
206 - 131		13
206 - 132		10
206 - 133		10
206 - 134		8
206 - 135		10
206 - 136		10
206 - 137		12
206 - 138		12
206 - 139		14
206 - 140		12
206 - 141		14
206 - 142		10
206 - 143		8
206 - 144		8
206 - 145		8
206 - 146		10
206 - 147		8
206 - 148		8
206 - 149		10
206 - 150		14
206 - 151		12
206 - 152		12
206 - 153		12
206 - 154		12
206 - 155		14
206 - 156		14
206 - 157		14
206 - 158		10
206 - 159		8
206 - 160		6
206 - 161		6
206 - 162		6
206 - 163		8
206 - 164		10
206 - 165		12
206 - 166		12
206 - 167		12
206 - 168		14
206 - 169		14
206 - 170		14
206 - 171		10
206 - 172		4
206 - 173		4
206 - 174		12
206 - 175		12
206 - 176		14
206 - 177		14
206 - 178		12
206 - 179		12
206 - 180		12
206 - 181		14
206 - 182		14
206 - 183		14
206 - 184		12
206 - 185		2
206 - 186		4
206 - 187		6
206 - 188		14
206 - 189		12
206 - 190		12
206 - 191		12
206 - 192		12
206 - 193		14
206 - 194		14
206 - 195		14
206 - 196		14
206 - 197		2
206 - 198		14
206 - 199		14
206 - 200		10
206 - 201		4
206 - 202		14
206 - 203		14
206 - 204		12
206 - 205		8
206 - 207		2
207 - 0		7
207 - 1		12
207 - 2		12
207 - 3		12
207 - 4		12
207 - 5		12
207 - 6		12
207 - 7		12
207 - 8		12
207 - 9		12
207 - 10		12
207 - 11		12
207 - 12		12
207 - 13		12
207 - 14		12
207 - 15		12
207 - 16		12
207 - 17		12
207 - 18		12
207 - 19		12
207 - 20		12
207 - 21		12
207 - 22		12
207 - 23		12
207 - 24		12
207 - 25		12
207 - 26		12
207 - 27		12
207 - 28		14
207 - 29		12
207 - 30		12
207 - 31		12
207 - 32		12
207 - 33		12
207 - 34		12
207 - 35		12
207 - 36		12
207 - 37		12
207 - 38		12
207 - 39		12
207 - 40		12
207 - 41		12
207 - 42		12
207 - 43		12
207 - 44		12
207 - 45		12
207 - 46		12
207 - 47		12
207 - 48		12
207 - 49		12
207 - 50		12
207 - 51		12
207 - 52		12
207 - 53		12
207 - 54		12
207 - 55		14
207 - 56		12
207 - 57		12
207 - 58		12
207 - 59		12
207 - 60		12
207 - 61		12
207 - 62		12
207 - 63		12
207 - 64		12
207 - 65		12
207 - 66		12
207 - 67		12
207 - 68		12
207 - 69		12
207 - 70		12
207 - 71		14
207 - 72		14
207 - 73		12
207 - 74		12
207 - 75		12
207 - 76		11
207 - 77		12
207 - 78		12
207 - 79		12
207 - 80		12
207 - 81		12
207 - 82		12
207 - 83		14
207 - 84		12
207 - 85		11
207 - 86		11
207 - 87		11
207 - 88		11
207 - 89		12
207 - 90		12
207 - 91		12
207 - 92		14
207 - 93		14
207 - 94		11
207 - 95		11
207 - 96		11
207 - 97		10
207 - 98		10
207 - 99		11
207 - 100		11
207 - 101		9
207 - 102		10
207 - 103		11
207 - 104		12
207 - 105		13
207 - 106		10
207 - 107		9
207 - 108		10
207 - 109		12
207 - 110		14
207 - 111		10
207 - 112		10
207 - 113		9
207 - 114		10
207 - 115		12
207 - 116		11
207 - 117		10
207 - 118		11
207 - 119		10
207 - 120		12
207 - 121		11
207 - 122		9
207 - 123		10
207 - 124		10
207 - 125		10
207 - 126		12
207 - 127		14
207 - 128		12
207 - 129		10
207 - 130		12
207 - 131		13
207 - 132		10
207 - 133		10
207 - 134		10
207 - 135		12
207 - 136		12
207 - 137		14
207 - 138		14
207 - 139		12
207 - 140		10
207 - 141		14
207 - 142		10
207 - 143		8
207 - 144		8
207 - 145		8
207 - 146		10
207 - 147		8
207 - 148		10
207 - 149		12
207 - 150		12
207 - 151		10
207 - 152		10
207 - 153		10
207 - 154		12
207 - 155		14
207 - 156		14
207 - 157		14
207 - 158		10
207 - 159		8
207 - 160		6
207 - 161		6
207 - 162		8
207 - 163		10
207 - 164		12
207 - 165		10
207 - 166		10
207 - 167		12
207 - 168		14
207 - 169		14
207 - 170		14
207 - 171		10
207 - 172		4
207 - 173		6
207 - 174		14
207 - 175		14
207 - 176		12
207 - 177		12
207 - 178		10
207 - 179		10
207 - 180		12
207 - 181		14
207 - 182		14
207 - 183		14
207 - 184		12
207 - 185		4
207 - 186		6
207 - 187		8
207 - 188		12
207 - 189		10
207 - 190		10
207 - 191		10
207 - 192		12
207 - 193		14
207 - 194		14
207 - 195		14
207 - 196		14
207 - 197		4
207 - 198		14
207 - 199		14
207 - 200		12
207 - 201		2
207 - 202		14
207 - 203		14
207 - 204		14
207 - 205		10
207 - 206		2
207 - 208		8
208 - 0		7
208 - 1		12
208 - 2		12
208 - 3		12
208 - 4		12
208 - 5		12
208 - 6		12
208 - 7		12
208 - 8		12
208 - 9		12
208 - 10		12
208 - 11		12
208 - 12		12
208 - 13		12
208 - 14		12
208 - 15		12
208 - 16		12
208 - 17		12
208 - 18		12
208 - 19		12
208 - 20		12
208 - 21		12
208 - 22		12
208 - 23		12
208 - 24		12
208 - 25		12
208 - 26		12
208 - 27		12
208 - 28		12
208 - 29		12
208 - 30		12
208 - 31		12
208 - 32		12
208 - 33		12
208 - 34		12
208 - 35		12
208 - 36		12
208 - 37		12
208 - 38		12
208 - 39		12
208 - 40		12
208 - 41		12
208 - 42		12
208 - 43		12
208 - 44		12
208 - 45		12
208 - 46		12
208 - 47		12
208 - 48		12
208 - 49		12
208 - 50		12
208 - 51		12
208 - 52		12
208 - 53		12
208 - 54		12
208 - 55		12
208 - 56		12
208 - 57		12
208 - 58		12
208 - 59		12
208 - 60		12
208 - 61		12
208 - 62		12
208 - 63		12
208 - 64		12
208 - 65		12
208 - 66		12
208 - 67		12
208 - 68		12
208 - 69		12
208 - 70		12
208 - 71		12
208 - 72		12
208 - 73		12
208 - 74		12
208 - 75		12
208 - 76		11
208 - 77		12
208 - 78		12
208 - 79		12
208 - 80		12
208 - 81		12
208 - 82		12
208 - 83		12
208 - 84		12
208 - 85		11
208 - 86		11
208 - 87		11
208 - 88		11
208 - 89		12
208 - 90		12
208 - 91		12
208 - 92		12
208 - 93		12
208 - 94		11
208 - 95		11
208 - 96		11
208 - 97		10
208 - 98		10
208 - 99		11
208 - 100		11
208 - 101		11
208 - 102		10
208 - 103		11
208 - 104		12
208 - 105		11
208 - 106		10
208 - 107		9
208 - 108		12
208 - 109		12
208 - 110		12
208 - 111		10
208 - 112		12
208 - 113		13
208 - 114		12
208 - 115		12
208 - 116		11
208 - 117		10
208 - 118		13
208 - 119		12
208 - 120		12
208 - 121		11
208 - 122		11
208 - 123		14
208 - 124		12
208 - 125		10
208 - 126		10
208 - 127		10
208 - 128		10
208 - 129		10
208 - 130		12
208 - 131		13
208 - 132		12
208 - 133		10
208 - 134		10
208 - 135		8
208 - 136		10
208 - 137		8
208 - 138		10
208 - 139		8
208 - 140		8
208 - 141		14
208 - 142		12
208 - 143		12
208 - 144		12
208 - 145		14
208 - 146		12
208 - 147		12
208 - 148		10
208 - 149		8
208 - 150		8
208 - 151		8
208 - 152		10
208 - 153		10
208 - 154		12
208 - 155		14
208 - 156		14
208 - 157		14
208 - 158		12
208 - 159		12
208 - 160		12
208 - 161		14
208 - 162		12
208 - 163		10
208 - 164		8
208 - 165		6
208 - 166		10
208 - 167		12
208 - 168		14
208 - 169		14
208 - 170		14
208 - 171		12
208 - 172		12
208 - 173		14
208 - 174		6
208 - 175		6
208 - 176		4
208 - 177		6
208 - 178		4
208 - 179		8
208 - 180		12
208 - 181		14
208 - 182		14
208 - 183		14
208 - 184		12
208 - 185		12
208 - 186		14
208 - 187		12
208 - 188		4
208 - 189		2
208 - 190		2
208 - 191		10
208 - 192		12
208 - 193		14
208 - 194		14
208 - 195		14
208 - 196		14
208 - 197		12
208 - 198		14
208 - 199		14
208 - 200		14
208 - 201		6
208 - 202		14
208 - 203		14
208 - 204		14
208 - 205		14
208 - 206		10
208 - 207		8
208 - 209		4
209 - 0		7
209 - 1		12
209 - 2		12
209 - 3		12
209 - 4		12
209 - 5		12
209 - 6		12
209 - 7		12
209 - 8		12
209 - 9		12
209 - 10		12
209 - 11		12
209 - 12		12
209 - 13		12
209 - 14		12
209 - 15		12
209 - 16		12
209 - 17		12
209 - 18		12
209 - 19		12
209 - 20		12
209 - 21		12
209 - 22		12
209 - 23		12
209 - 24		12
209 - 25		12
209 - 26		12
209 - 27		12
209 - 28		12
209 - 29		12
209 - 30		12
209 - 31		12
209 - 32		12
209 - 33		12
209 - 34		12
209 - 35		12
209 - 36		12
209 - 37		12
209 - 38		12
209 - 39		12
209 - 40		12
209 - 41		12
209 - 42		12
209 - 43		12
209 - 44		12
209 - 45		12
209 - 46		12
209 - 47		12
209 - 48		12
209 - 49		12
209 - 50		12
209 - 51		12
209 - 52		12
209 - 53		12
209 - 54		12
209 - 55		12
209 - 56		12
209 - 57		12
209 - 58		12
209 - 59		12
209 - 60		12
209 - 61		12
209 - 62		12
209 - 63		12
209 - 64		12
209 - 65		12
209 - 66		12
209 - 67		12
209 - 68		12
209 - 69		12
209 - 70		12
209 - 71		12
209 - 72		12
209 - 73		12
209 - 74		12
209 - 75		12
209 - 76		11
209 - 77		12
209 - 78		12
209 - 79		12
209 - 80		12
209 - 81		12
209 - 82		12
209 - 83		12
209 - 84		12
209 - 85		11
209 - 86		11
209 - 87		11
209 - 88		11
209 - 89		12
209 - 90		12
209 - 91		12
209 - 92		12
209 - 93		12
209 - 94		11
209 - 95		11
209 - 96		11
209 - 97		10
209 - 98		10
209 - 99		11
209 - 100		11
209 - 101		9
209 - 102		10
209 - 103		11
209 - 104		12
209 - 105		11
209 - 106		10
209 - 107		11
209 - 108		10
209 - 109		12
209 - 110		12
209 - 111		12
209 - 112		10
209 - 113		11
209 - 114		12
209 - 115		12
209 - 116		13
209 - 117		12
209 - 118		11
209 - 119		12
209 - 120		12
209 - 121		13
209 - 122		13
209 - 123		12
209 - 124		10
209 - 125		10
209 - 126		10
209 - 127		10
209 - 128		10
209 - 129		12
209 - 130		14
209 - 131		11
209 - 132		14
209 - 133		8
209 - 134		10
209 - 135		8
209 - 136		10
209 - 137		8
209 - 138		10
209 - 139		8
209 - 140		10
209 - 141		12
209 - 142		14
209 - 143		14
209 - 144		14
209 - 145		12
209 - 146		10
209 - 147		10
209 - 148		8
209 - 149		8
209 - 150		8
209 - 151		10
209 - 152		12
209 - 153		12
209 - 154		14
209 - 155		12
209 - 156		12
209 - 157		12
209 - 158		14
209 - 159		14
209 - 160		14
209 - 161		12
209 - 162		10
209 - 163		8
209 - 164		6
209 - 165		8
209 - 166		12
209 - 167		14
209 - 168		12
209 - 169		12
209 - 170		12
209 - 171		14
209 - 172		14
209 - 173		12
209 - 174		4
209 - 175		6
209 - 176		4
209 - 177		6
209 - 178		6
209 - 179		10
209 - 180		14
209 - 181		12
209 - 182		12
209 - 183		14
209 - 184		14
209 - 185		14
209 - 186		12
209 - 187		10
209 - 188		2
209 - 189		2
209 - 190		4
209 - 191		12
209 - 192		14
209 - 193		12
209 - 194		12
209 - 195		14
209 - 196		14
209 - 197		14
209 - 198		12
209 - 199		14
209 - 200		14
209 - 201		10
209 - 202		14
209 - 203		14
209 - 204		14
209 - 205		14
209 - 206		14
209 - 207		12
209 - 208		4
209 - 210		8
210 - 0		7
210 - 1		12
210 - 2		12
210 - 3		12
210 - 4		12
210 - 5		12
210 - 6		12
210 - 7		12
210 - 8		12
210 - 9		12
210 - 10		12
210 - 11		12
210 - 12		12
210 - 13		12
210 - 14		12
210 - 15		12
210 - 16		12
210 - 17		12
210 - 18		14
210 - 19		12
210 - 20		12
210 - 21		12
210 - 22		12
210 - 23		12
210 - 24		12
210 - 25		12
210 - 26		12
210 - 27		12
210 - 28		12
210 - 29		12
210 - 30		12
210 - 31		12
210 - 32		12
210 - 33		12
210 - 34		12
210 - 35		12
210 - 36		12
210 - 37		12
210 - 38		12
210 - 39		12
210 - 40		12
210 - 41		12
210 - 42		12
210 - 43		12
210 - 44		12
210 - 45		12
210 - 46		12
210 - 47		12
210 - 48		14
210 - 49		12
210 - 50		12
210 - 51		12
210 - 52		12
210 - 53		12
210 - 54		12
210 - 55		12
210 - 56		12
210 - 57		12
210 - 58		12
210 - 59		12
210 - 60		12
210 - 61		14
210 - 62		14
210 - 63		12
210 - 64		12
210 - 65		12
210 - 66		12
210 - 67		12
210 - 68		12
210 - 69		12
210 - 70		12
210 - 71		12
210 - 72		12
210 - 73		12
210 - 74		12
210 - 75		12
210 - 76		11
210 - 77		12
210 - 78		14
210 - 79		12
210 - 80		12
210 - 81		12
210 - 82		12
210 - 83		12
210 - 84		12
210 - 85		11
210 - 86		11
210 - 87		11
210 - 88		11
210 - 89		14
210 - 90		14
210 - 91		12
210 - 92		12
210 - 93		12
210 - 94		11
210 - 95		11
210 - 96		11
210 - 97		10
210 - 98		10
210 - 99		11
210 - 100		11
210 - 101		9
210 - 102		10
210 - 103		13
210 - 104		12
210 - 105		11
210 - 106		10
210 - 107		9
210 - 108		10
210 - 109		14
210 - 110		12
