Edge		Weight
150 - 131		6
150 - 132		4
150 - 133		3
150 - 134		8
150 - 135		8
150 - 136		8
150 - 137		8
150 - 138		7
150 - 139		6
150 - 140		2
150 - 141		8
150 - 142		8
150 - 143		8
150 - 144		6
150 - 145		3
150 - 146		7
150 - 147		7
150 - 148		5
150 - 149		2
150 - 151		3
151 - 0		4
151 - 1		9
151 - 2		9
151 - 3		7
151 - 4		7
151 - 5		5
151 - 6		9
151 - 7		9
151 - 8		9
151 - 9		9
151 - 10		7
151 - 11		7
151 - 12		7
151 - 13		7
151 - 14		9
151 - 15		7
151 - 16		7
151 - 17		7
151 - 18		7
151 - 19		9
151 - 20		7
151 - 21		5
151 - 22		8
151 - 23		4
151 - 24		7
151 - 25		8
151 - 26		8
151 - 27		7
151 - 28		7
151 - 29		7
151 - 30		9
151 - 31		9
151 - 32		7
151 - 33		7
151 - 34		7
151 - 35		9
151 - 36		6
151 - 37		4
151 - 38		3
151 - 39		7
151 - 40		6
151 - 41		6
151 - 42		9
151 - 43		9
151 - 44		7
151 - 45		8
151 - 46		6
151 - 47		5
151 - 48		6
151 - 49		5
151 - 50		8
151 - 51		7
151 - 52		8
151 - 53		5
151 - 54		4
151 - 55		5
151 - 56		6
151 - 57		9
151 - 58		9
151 - 59		6
151 - 60		5
151 - 61		5
151 - 62		6
151 - 63		9
151 - 64		7
151 - 65		7
151 - 66		7
151 - 67		9
151 - 68		7
151 - 69		6
151 - 70		5
151 - 71		7
151 - 72		7
151 - 73		9
151 - 74		7
151 - 75		6
151 - 76		7
151 - 77		9
151 - 78		7
151 - 79		7
151 - 80		7
151 - 81		9
151 - 82		7
151 - 83		7
151 - 84		7
151 - 85		7
151 - 86		7
151 - 87		6
151 - 88		7
151 - 89		7
151 - 90		7
151 - 91		7
151 - 92		7
151 - 93		9
151 - 94		7
151 - 95		7
151 - 96		7
151 - 97		7
151 - 98		7
151 - 99		7
151 - 100		9
151 - 101		7
151 - 102		5
151 - 103		7
151 - 104		5
151 - 105		7
151 - 106		7
151 - 107		7
151 - 108		7
151 - 109		9
151 - 110		9
151 - 111		9
151 - 112		7
151 - 113		7
151 - 114		7
151 - 115		7
151 - 116		9
151 - 117		6
151 - 118		5
151 - 119		7
151 - 120		9
151 - 121		8
151 - 122		5
151 - 123		4
151 - 124		5
151 - 125		7
151 - 126		7
151 - 127		7
151 - 128		9
151 - 129		9
151 - 130		8
151 - 131		7
151 - 132		3
151 - 133		2
151 - 134		7
151 - 135		7
151 - 136		7
151 - 137		9
151 - 138		8
151 - 139		7
151 - 140		1
151 - 141		7
151 - 142		9
151 - 143		9
151 - 144		7
151 - 145		6
151 - 146		6
151 - 147		8
151 - 148		6
151 - 149		5
151 - 150		3
151 - 152		2
152 - 0		4
152 - 1		9
152 - 2		9
152 - 3		7
152 - 4		5
152 - 5		7
152 - 6		9
152 - 7		9
152 - 8		9
152 - 9		9
152 - 10		7
152 - 11		7
152 - 12		7
152 - 13		7
152 - 14		9
152 - 15		7
152 - 16		5
152 - 17		5
152 - 18		5
152 - 19		7
152 - 20		9
152 - 21		7
152 - 22		8
152 - 23		6
152 - 24		7
152 - 25		8
152 - 26		8
152 - 27		7
152 - 28		7
152 - 29		7
152 - 30		9
152 - 31		9
152 - 32		7
152 - 33		5
152 - 34		5
152 - 35		7
152 - 36		8
152 - 37		6
152 - 38		5
152 - 39		7
152 - 40		6
152 - 41		6
152 - 42		9
152 - 43		9
152 - 44		7
152 - 45		6
152 - 46		8
152 - 47		7
152 - 48		6
152 - 49		5
152 - 50		8
152 - 51		7
152 - 52		6
152 - 53		7
152 - 54		4
152 - 55		5
152 - 56		6
152 - 57		9
152 - 58		7
152 - 59		8
152 - 60		5
152 - 61		5
152 - 62		6
152 - 63		9
152 - 64		7
152 - 65		7
152 - 66		7
152 - 67		7
152 - 68		9
152 - 69		6
152 - 70		5
152 - 71		7
152 - 72		7
152 - 73		7
152 - 74		7
152 - 75		6
152 - 76		7
152 - 77		9
152 - 78		7
152 - 79		7
152 - 80		7
152 - 81		7
152 - 82		7
152 - 83		7
152 - 84		9
152 - 85		7
152 - 86		7
152 - 87		6
152 - 88		7
152 - 89		7
152 - 90		7
152 - 91		7
152 - 92		7
152 - 93		7
152 - 94		7
152 - 95		7
152 - 96		9
152 - 97		7
152 - 98		7
152 - 99		7
152 - 100		9
152 - 101		7
152 - 102		5
152 - 103		7
152 - 104		7
152 - 105		7
152 - 106		7
152 - 107		5
152 - 108		7
152 - 109		9
152 - 110		9
152 - 111		9
152 - 112		7
152 - 113		7
152 - 114		7
152 - 115		7
152 - 116		9
152 - 117		6
152 - 118		7
152 - 119		5
152 - 120		9
152 - 121		8
152 - 122		5
152 - 123		4
152 - 124		7
152 - 125		7
152 - 126		5
152 - 127		7
152 - 128		9
152 - 129		9
152 - 130		8
152 - 131		7
152 - 132		3
152 - 133		4
152 - 134		5
152 - 135		5
152 - 136		7
152 - 137		9
152 - 138		8
152 - 139		7
152 - 140		3
152 - 141		5
152 - 142		9
152 - 143		9
152 - 144		7
152 - 145		6
152 - 146		4
152 - 147		8
152 - 148		6
152 - 149		7
152 - 150		5
152 - 151		2
152 - 153		7
153 - 0		5
153 - 1		10
153 - 2		8
153 - 3		8
153 - 4		6
153 - 5		8
153 - 6		8
153 - 7		8
153 - 8		8
153 - 9		8
153 - 10		10
153 - 11		8
153 - 12		8
153 - 13		8
153 - 14		8
153 - 15		10
153 - 16		8
153 - 17		6
153 - 18		6
153 - 19		6
153 - 20		8
153 - 21		10
153 - 22		9
153 - 23		7
153 - 24		6
153 - 25		7
153 - 26		7
153 - 27		10
153 - 28		10
153 - 29		8
153 - 30		8
153 - 31		8
153 - 32		10
153 - 33		8
153 - 34		6
153 - 35		6
153 - 36		7
153 - 37		9
153 - 38		8
153 - 39		6
153 - 40		9
153 - 41		9
153 - 42		8
153 - 43		8
153 - 44		10
153 - 45		5
153 - 46		7
153 - 47		6
153 - 48		5
153 - 49		8
153 - 50		7
153 - 51		10
153 - 52		7
153 - 53		6
153 - 54		7
153 - 55		6
153 - 56		9
153 - 57		8
153 - 58		8
153 - 59		7
153 - 60		8
153 - 61		8
153 - 62		9
153 - 63		8
153 - 64		8
153 - 65		10
153 - 66		10
153 - 67		8
153 - 68		8
153 - 69		7
153 - 70		6
153 - 71		8
153 - 72		10
153 - 73		8
153 - 74		8
153 - 75		7
153 - 76		10
153 - 77		8
153 - 78		8
153 - 79		8
153 - 80		10
153 - 81		8
153 - 82		8
153 - 83		8
153 - 84		8
153 - 85		8
153 - 86		8
153 - 87		9
153 - 88		8
153 - 89		8
153 - 90		8
153 - 91		8
153 - 92		8
153 - 93		8
153 - 94		8
153 - 95		8
153 - 96		8
153 - 97		8
153 - 98		8
153 - 99		10
153 - 100		8
153 - 101		8
153 - 102		8
153 - 103		8
153 - 104		8
153 - 105		6
153 - 106		8
153 - 107		8
153 - 108		8
153 - 109		6
153 - 110		8
153 - 111		8
153 - 112		6
153 - 113		8
153 - 114		8
153 - 115		8
153 - 116		8
153 - 117		7
153 - 118		8
153 - 119		8
153 - 120		6
153 - 121		9
153 - 122		8
153 - 123		7
153 - 124		6
153 - 125		6
153 - 126		8
153 - 127		8
153 - 128		6
153 - 129		8
153 - 130		9
153 - 131		8
153 - 132		8
153 - 133		7
153 - 134		6
153 - 135		8
153 - 136		8
153 - 137		6
153 - 138		9
153 - 139		8
153 - 140		8
153 - 141		4
153 - 142		6
153 - 143		8
153 - 144		8
153 - 145		7
153 - 146		3
153 - 147		9
153 - 148		7
153 - 149		8
153 - 150		8
153 - 151		9
153 - 152		7
153 - 154		2
154 - 0		5
154 - 1		10
154 - 2		8
154 - 3		6
154 - 4		8
154 - 5		8
154 - 6		8
154 - 7		8
154 - 8		8
154 - 9		8
154 - 10		10
154 - 11		8
154 - 12		6
154 - 13		6
154 - 14		6
154 - 15		8
154 - 16		10
154 - 17		8
154 - 18		8
154 - 19		8
154 - 20		8
154 - 21		10
154 - 22		9
154 - 23		7
154 - 24		6
154 - 25		7
154 - 26		7
154 - 27		10
154 - 28		10
154 - 29		8
154 - 30		6
154 - 31		6
154 - 32		8
154 - 33		10
154 - 34		8
154 - 35		8
154 - 36		7
154 - 37		9
154 - 38		8
154 - 39		6
154 - 40		9
154 - 41		9
154 - 42		8
154 - 43		6
154 - 44		8
154 - 45		7
154 - 46		7
154 - 47		6
154 - 48		5
154 - 49		8
154 - 50		7
154 - 51		8
154 - 52		9
154 - 53		6
154 - 54		7
154 - 55		6
154 - 56		9
154 - 57		8
154 - 58		10
154 - 59		7
154 - 60		8
154 - 61		8
154 - 62		9
154 - 63		8
154 - 64		8
154 - 65		8
154 - 66		8
154 - 67		8
154 - 68		8
154 - 69		7
154 - 70		6
154 - 71		8
154 - 72		8
154 - 73		8
154 - 74		10
154 - 75		7
154 - 76		10
154 - 77		8
154 - 78		8
154 - 79		8
154 - 80		8
154 - 81		8
154 - 82		8
154 - 83		10
154 - 84		8
154 - 85		8
154 - 86		8
154 - 87		9
154 - 88		8
154 - 89		8
154 - 90		8
154 - 91		8
154 - 92		8
154 - 93		8
154 - 94		8
154 - 95		8
154 - 96		8
154 - 97		8
154 - 98		8
154 - 99		10
154 - 100		8
154 - 101		8
154 - 102		8
154 - 103		8
154 - 104		8
154 - 105		8
154 - 106		8
154 - 107		8
154 - 108		8
154 - 109		6
154 - 110		8
154 - 111		8
154 - 112		6
154 - 113		8
154 - 114		6
154 - 115		8
154 - 116		8
154 - 117		7
154 - 118		8
154 - 119		8
154 - 120		6
154 - 121		9
154 - 122		8
154 - 123		7
154 - 124		6
154 - 125		8
154 - 126		8
154 - 127		6
154 - 128		6
154 - 129		8
154 - 130		9
154 - 131		8
154 - 132		8
154 - 133		7
154 - 134		8
154 - 135		8
154 - 136		6
154 - 137		4
154 - 138		9
154 - 139		8
154 - 140		8
154 - 141		6
154 - 142		4
154 - 143		8
154 - 144		8
154 - 145		7
154 - 146		5
154 - 147		9
154 - 148		7
154 - 149		8
154 - 150		8
154 - 151		9
154 - 152		9
154 - 153		2
154 - 155		8
155 - 0		5
155 - 1		8
155 - 2		8
155 - 3		6
155 - 4		8
155 - 5		10
155 - 6		10
155 - 7		8
155 - 8		8
155 - 9		8
155 - 10		8
155 - 11		10
155 - 12		8
155 - 13		6
155 - 14		6
155 - 15		6
155 - 16		8
155 - 17		10
155 - 18		8
155 - 19		8
155 - 20		8
155 - 21		8
155 - 22		7
155 - 23		9
155 - 24		8
155 - 25		9
155 - 26		7
155 - 27		8
155 - 28		8
155 - 29		10
155 - 30		8
155 - 31		6
155 - 32		6
155 - 33		8
155 - 34		10
155 - 35		10
155 - 36		7
155 - 37		7
155 - 38		6
155 - 39		6
155 - 40		7
155 - 41		7
155 - 42		10
155 - 43		8
155 - 44		6
155 - 45		9
155 - 46		9
155 - 47		6
155 - 48		7
155 - 49		6
155 - 50		9
155 - 51		8
155 - 52		7
155 - 53		8
155 - 54		5
155 - 55		8
155 - 56		7
155 - 57		10
155 - 58		8
155 - 59		9
155 - 60		6
155 - 61		6
155 - 62		7
155 - 63		8
155 - 64		10
155 - 65		8
155 - 66		8
155 - 67		8
155 - 68		8
155 - 69		9
155 - 70		8
155 - 71		10
155 - 72		8
155 - 73		8
155 - 74		8
155 - 75		9
155 - 76		8
155 - 77		8
155 - 78		8
155 - 79		10
155 - 80		8
155 - 81		8
155 - 82		8
155 - 83		8
155 - 84		8
155 - 85		8
155 - 86		10
155 - 87		7
155 - 88		8
155 - 89		10
155 - 90		8
155 - 91		8
155 - 92		8
155 - 93		8
155 - 94		8
155 - 95		8
155 - 96		8
155 - 97		8
155 - 98		8
155 - 99		8
155 - 100		8
155 - 101		8
155 - 102		8
155 - 103		6
155 - 104		8
155 - 105		8
155 - 106		8
155 - 107		8
155 - 108		8
155 - 109		8
155 - 110		8
155 - 111		8
155 - 112		8
155 - 113		6
155 - 114		8
155 - 115		8
155 - 116		6
155 - 117		9
155 - 118		6
155 - 119		8
155 - 120		8
155 - 121		7
155 - 122		8
155 - 123		9
155 - 124		8
155 - 125		6
155 - 126		6
155 - 127		8
155 - 128		8
155 - 129		6
155 - 130		7
155 - 131		8
155 - 132		8
155 - 133		9
155 - 134		6
155 - 135		4
155 - 136		6
155 - 137		8
155 - 138		7
155 - 139		8
155 - 140		8
155 - 141		8
155 - 142		4
155 - 143		6
155 - 144		8
155 - 145		7
155 - 146		9
155 - 147		5
155 - 148		7
155 - 149		8
155 - 150		8
155 - 151		9
155 - 152		9
155 - 153		10
155 - 154		8
155 - 156		9
156 - 0		4
156 - 1		7
156 - 2		5
156 - 3		7
156 - 4		9
156 - 5		9
156 - 6		7
156 - 7		9
156 - 8		7
156 - 9		5
156 - 10		5
156 - 11		5
156 - 12		7
156 - 13		9
156 - 14		7
156 - 15		7
156 - 16		7
156 - 17		7
156 - 18		9
156 - 19		9
156 - 20		9
156 - 21		9
156 - 22		6
156 - 23		8
156 - 24		5
156 - 25		6
156 - 26		8
156 - 27		7
156 - 28		5
156 - 29		5
156 - 30		7
156 - 31		9
156 - 32		9
156 - 33		7
156 - 34		7
156 - 35		7
156 - 36		8
156 - 37		8
156 - 38		7
156 - 39		7
156 - 40		8
156 - 41		6
156 - 42		5
156 - 43		7
156 - 44		9
156 - 45		6
156 - 46		6
156 - 47		7
156 - 48		4
156 - 49		7
156 - 50		6
156 - 51		7
156 - 52		8
156 - 53		5
156 - 54		6
156 - 55		5
156 - 56		8
156 - 57		7
156 - 58		9
156 - 59		6
156 - 60		5
156 - 61		5
156 - 62		6
156 - 63		9
156 - 64		7
156 - 65		7
156 - 66		7
156 - 67		7
156 - 68		9
156 - 69		6
156 - 70		5
156 - 71		7
156 - 72		7
156 - 73		7
156 - 74		7
156 - 75		6
156 - 76		7
156 - 77		7
156 - 78		9
156 - 79		7
156 - 80		7
156 - 81		7
156 - 82		7
156 - 83		7
156 - 84		7
156 - 85		9
156 - 86		7
156 - 87		6
156 - 88		9
156 - 89		7
156 - 90		7
156 - 91		7
156 - 92		9
156 - 93		7
156 - 94		7
156 - 95		7
156 - 96		7
156 - 97		7
156 - 98		7
156 - 99		7
156 - 100		7
156 - 101		9
156 - 102		9
156 - 103		9
156 - 104		7
156 - 105		7
156 - 106		5
156 - 107		7
156 - 108		7
156 - 109		7
156 - 110		5
156 - 111		7
156 - 112		9
156 - 113		7
156 - 114		7
156 - 115		7
156 - 116		7
156 - 117		8
156 - 118		9
156 - 119		5
156 - 120		7
156 - 121		6
156 - 122		7
156 - 123		8
156 - 124		9
156 - 125		9
156 - 126		7
156 - 127		5
156 - 128		7
156 - 129		7
156 - 130		4
156 - 131		5
156 - 132		7
156 - 133		8
156 - 134		9
156 - 135		9
156 - 136		7
156 - 137		5
156 - 138		4
156 - 139		3
156 - 140		7
156 - 141		9
156 - 142		9
156 - 143		5
156 - 144		3
156 - 145		6
156 - 146		8
156 - 147		4
156 - 148		6
156 - 149		7
156 - 150		7
156 - 151		8
156 - 152		8
156 - 153		9
156 - 154		9
156 - 155		9
156 - 157		2
157 - 0		4
157 - 1		5
157 - 2		7
157 - 3		7
157 - 4		9
157 - 5		9
157 - 6		5
157 - 7		7
157 - 8		9
157 - 9		7
157 - 10		7
157 - 11		7
157 - 12		7
157 - 13		9
157 - 14		7
157 - 15		7
157 - 16		7
157 - 17		7
157 - 18		9
157 - 19		9
157 - 20		9
157 - 21		9
157 - 22		4
157 - 23		8
157 - 24		3
157 - 25		4
157 - 26		6
157 - 27		9
157 - 28		7
157 - 29		7
157 - 30		7
157 - 31		9
157 - 32		9
157 - 33		7
157 - 34		7
157 - 35		7
157 - 36		8
157 - 37		8
157 - 38		7
157 - 39		5
157 - 40		6
157 - 41		8
157 - 42		7
157 - 43		7
157 - 44		9
157 - 45		6
157 - 46		6
157 - 47		7
157 - 48		4
157 - 49		5
157 - 50		8
157 - 51		7
157 - 52		8
157 - 53		5
157 - 54		6
157 - 55		5
157 - 56		6
157 - 57		9
157 - 58		9
157 - 59		6
157 - 60		5
157 - 61		5
157 - 62		6
157 - 63		7
157 - 64		9
157 - 65		9
157 - 66		7
157 - 67		7
157 - 68		9
157 - 69		6
157 - 70		5
157 - 71		7
157 - 72		9
157 - 73		7
157 - 74		7
157 - 75		6
157 - 76		7
157 - 77		7
157 - 78		7
157 - 79		7
157 - 80		7
157 - 81		9
157 - 82		7
157 - 83		7
157 - 84		7
157 - 85		9
157 - 86		7
157 - 87		6
157 - 88		9
157 - 89		7
157 - 90		7
157 - 91		7
157 - 92		7
157 - 93		7
157 - 94		7
157 - 95		9
157 - 96		7
157 - 97		7
157 - 98		7
157 - 99		7
157 - 100		7
157 - 101		9
157 - 102		9
157 - 103		9
157 - 104		7
157 - 105		7
157 - 106		7
157 - 107		7
157 - 108		5
157 - 109		7
157 - 110		5
157 - 111		7
157 - 112		9
157 - 113		7
157 - 114		7
157 - 115		7
157 - 116		7
157 - 117		8
157 - 118		9
157 - 119		7
157 - 120		5
157 - 121		6
157 - 122		7
157 - 123		8
157 - 124		9
157 - 125		9
157 - 126		7
157 - 127		7
157 - 128		7
157 - 129		5
157 - 130		4
157 - 131		5
157 - 132		7
157 - 133		8
157 - 134		9
157 - 135		9
157 - 136		7
157 - 137		7
157 - 138		2
157 - 139		3
157 - 140		7
157 - 141		9
157 - 142		9
157 - 143		7
157 - 144		1
157 - 145		6
157 - 146		8
157 - 147		6
157 - 148		6
157 - 149		7
157 - 150		7
157 - 151		8
157 - 152		8
157 - 153		9
157 - 154		9
157 - 155		9
157 - 156		2
157 - 158		3
158 - 0		3
158 - 1		6
158 - 2		4
158 - 3		8
158 - 4		8
158 - 5		8
158 - 6		6
158 - 7		6
158 - 8		8
158 - 9		6
158 - 10		4
158 - 11		4
158 - 12		4
158 - 13		6
158 - 14		8
158 - 15		8
158 - 16		8
158 - 17		8
158 - 18		8
158 - 19		8
158 - 20		8
158 - 21		8
158 - 22		5
158 - 23		7
158 - 24		4
158 - 25		5
158 - 26		5
158 - 27		8
158 - 28		6
158 - 29		6
158 - 30		4
158 - 31		6
158 - 32		6
158 - 33		8
158 - 34		8
158 - 35		8
158 - 36		7
158 - 37		7
158 - 38		6
158 - 39		4
158 - 40		5
158 - 41		7
158 - 42		6
158 - 43		6
158 - 44		6
158 - 45		7
158 - 46		7
158 - 47		6
158 - 48		5
158 - 49		4
158 - 50		7
158 - 51		6
158 - 52		5
158 - 53		6
158 - 54		5
158 - 55		6
158 - 56		5
158 - 57		8
158 - 58		6
158 - 59		5
158 - 60		6
158 - 61		6
158 - 62		7
158 - 63		6
158 - 64		8
158 - 65		8
158 - 66		6
158 - 67		6
158 - 68		6
158 - 69		5
158 - 70		6
158 - 71		6
158 - 72		8
158 - 73		6
158 - 74		6
158 - 75		7
158 - 76		8
158 - 77		8
158 - 78		6
158 - 79		6
158 - 80		6
158 - 81		8
158 - 82		6
158 - 83		6
158 - 84		6
158 - 85		6
158 - 86		6
158 - 87		5
158 - 88		8
158 - 89		8
158 - 90		8
158 - 91		8
158 - 92		6
158 - 93		6
158 - 94		6
158 - 95		8
158 - 96		6
158 - 97		6
158 - 98		6
158 - 99		6
158 - 100		6
158 - 101		8
158 - 102		8
158 - 103		8
158 - 104		8
158 - 105		8
158 - 106		8
158 - 107		6
158 - 108		4
158 - 109		6
158 - 110		6
158 - 111		6
158 - 112		8
158 - 113		8
158 - 114		6
158 - 115		6
158 - 116		6
158 - 117		7
158 - 118		8
158 - 119		8
158 - 120		4
158 - 121		5
158 - 122		6
158 - 123		7
158 - 124		8
158 - 125		8
158 - 126		8
158 - 127		8
158 - 128		6
158 - 129		4
158 - 130		5
158 - 131		4
158 - 132		6
158 - 133		7
158 - 134		8
158 - 135		8
158 - 136		8
158 - 137		8
158 - 138		3
158 - 139		4
158 - 140		6
158 - 141		8
158 - 142		8
158 - 143		8
158 - 144		2
158 - 145		5
158 - 146		7
158 - 147		7
158 - 148		3
158 - 149		6
158 - 150		6
158 - 151		7
158 - 152		7
158 - 153		8
158 - 154		8
158 - 155		8
158 - 156		5
158 - 157		3
158 - 159		2
159 - 0		3
159 - 1		4
159 - 2		6
159 - 3		8
159 - 4		8
159 - 5		8
159 - 6		4
159 - 7		4
159 - 8		6
159 - 9		8
159 - 10		6
159 - 11		6
159 - 12		6
159 - 13		6
159 - 14		8
159 - 15		8
159 - 16		8
159 - 17		8
159 - 18		8
159 - 19		8
159 - 20		8
159 - 21		8
159 - 22		3
159 - 23		7
159 - 24		4
159 - 25		3
159 - 26		3
159 - 27		6
159 - 28		8
159 - 29		8
159 - 30		6
159 - 31		6
159 - 32		6
159 - 33		8
159 - 34		8
159 - 35		8
159 - 36		7
159 - 37		7
159 - 38		6
159 - 39		4
159 - 40		3
159 - 41		5
159 - 42		8
159 - 43		8
159 - 44		6
159 - 45		7
159 - 46		7
159 - 47		6
159 - 48		5
159 - 49		4
159 - 50		5
159 - 51		8
159 - 52		5
159 - 53		6
159 - 54		5
159 - 55		6
159 - 56		5
159 - 57		6
159 - 58		6
159 - 59		5
159 - 60		6
159 - 61		6
159 - 62		7
159 - 63		6
159 - 64		6
159 - 65		6
159 - 66		6
159 - 67		8
159 - 68		6
159 - 69		5
159 - 70		6
159 - 71		6
159 - 72		6
159 - 73		6
159 - 74		8
159 - 75		7
159 - 76		8
159 - 77		8
159 - 78		6
159 - 79		6
159 - 80		6
159 - 81		6
159 - 82		6
159 - 83		6
159 - 84		8
159 - 85		6
159 - 86		6
159 - 87		5
159 - 88		8
159 - 89		8
159 - 90		8
159 - 91		8
159 - 92		6
159 - 93		6
159 - 94		6
159 - 95		6
159 - 96		6
159 - 97		6
159 - 98		8
159 - 99		6
159 - 100		6
159 - 101		8
159 - 102		8
159 - 103		8
159 - 104		8
159 - 105		8
159 - 106		8
159 - 107		6
159 - 108		6
159 - 109		6
159 - 110		6
159 - 111		4
159 - 112		8
159 - 113		8
159 - 114		6
159 - 115		6
159 - 116		6
159 - 117		7
159 - 118		8
159 - 119		8
159 - 120		6
159 - 121		3
159 - 122		6
159 - 123		7
159 - 124		8
159 - 125		8
159 - 126		8
159 - 127		8
159 - 128		6
159 - 129		6
159 - 130		5
159 - 131		2
159 - 132		6
159 - 133		7
159 - 134		8
159 - 135		8
159 - 136		8
159 - 137		8
159 - 138		5
159 - 139		4
159 - 140		6
159 - 141		8
159 - 142		8
159 - 143		8
159 - 144		4
159 - 145		5
159 - 146		7
159 - 147		7
159 - 148		1
159 - 149		6
159 - 150		6
159 - 151		7
159 - 152		7
159 - 153		8
159 - 154		8
159 - 155		8
159 - 156		7
159 - 157		5
159 - 158		2
159 - 160		7
160 - 0		4
160 - 1		9
160 - 2		9
160 - 3		9
160 - 4		5
160 - 5		5
160 - 6		9
160 - 7		9
160 - 8		9
160 - 9		9
160 - 10		9
160 - 11		9
160 - 12		9
160 - 13		9
160 - 14		7
160 - 15		5
160 - 16		5
160 - 17		5
160 - 18		7
160 - 19		9
160 - 20		7
160 - 21		5
160 - 22		8
160 - 23		4
160 - 24		7
160 - 25		8
160 - 26		8
160 - 27		9
160 - 28		9
160 - 29		9
160 - 30		7
160 - 31		7
160 - 32		5
160 - 33		7
160 - 34		7
160 - 35		9
160 - 36		6
160 - 37		4
160 - 38		3
160 - 39		7
160 - 40		8
160 - 41		8
160 - 42		7
160 - 43		7
160 - 44		7
160 - 45		8
160 - 46		6
160 - 47		5
160 - 48		6
160 - 49		7
160 - 50		6
160 - 51		7
160 - 52		8
160 - 53		5
160 - 54		4
160 - 55		7
160 - 56		6
160 - 57		7
160 - 58		9
160 - 59		6
160 - 60		5
160 - 61		7
160 - 62		6
160 - 63		7
160 - 64		7
160 - 65		7
160 - 66		7
160 - 67		9
160 - 68		7
160 - 69		6
160 - 70		5
160 - 71		7
160 - 72		7
160 - 73		9
160 - 74		7
160 - 75		6
160 - 76		7
160 - 77		7
160 - 78		7
160 - 79		7
160 - 80		7
160 - 81		9
160 - 82		7
160 - 83		7
160 - 84		7
160 - 85		7
160 - 86		7
160 - 87		6
160 - 88		7
160 - 89		7
160 - 90		7
160 - 91		7
160 - 92		7
160 - 93		9
160 - 94		7
160 - 95		7
160 - 96		7
160 - 97		7
160 - 98		7
160 - 99		7
160 - 100		9
160 - 101		7
160 - 102		7
160 - 103		7
160 - 104		5
160 - 105		7
160 - 106		7
160 - 107		7
160 - 108		7
160 - 109		9
160 - 110		9
160 - 111		9
160 - 112		7
160 - 113		7
160 - 114		7
160 - 115		7
160 - 116		9
160 - 117		6
160 - 118		5
160 - 119		7
160 - 120		9
160 - 121		8
160 - 122		5
160 - 123		6
160 - 124		5
160 - 125		7
160 - 126		7
160 - 127		7
160 - 128		9
160 - 129		9
160 - 130		8
160 - 131		7
160 - 132		5
160 - 133		4
160 - 134		7
160 - 135		7
160 - 136		7
160 - 137		9
160 - 138		8
160 - 139		7
160 - 140		3
160 - 141		7
160 - 142		9
160 - 143		9
160 - 144		7
160 - 145		4
160 - 146		6
160 - 147		8
160 - 148		6
160 - 149		3
160 - 150		1
160 - 151		2
160 - 152		4
160 - 153		9
160 - 154		9
160 - 155		9
160 - 156		8
160 - 157		8
160 - 158		7
160 - 159		7
160 - 161		5
161 - 0		5
161 - 1		10
161 - 2		10
161 - 3		8
161 - 4		6
161 - 5		6
161 - 6		10
161 - 7		10
161 - 8		10
161 - 9		10
161 - 10		8
161 - 11		8
161 - 12		8
161 - 13		8
161 - 14		10
161 - 15		8
161 - 16		6
161 - 17		6
161 - 18		6
161 - 19		8
161 - 20		10
161 - 21		8
161 - 22		9
161 - 23		5
161 - 24		8
161 - 25		9
161 - 26		9
161 - 27		8
161 - 28		8
161 - 29		8
161 - 30		10
161 - 31		10
161 - 32		8
161 - 33		6
161 - 34		6
161 - 35		8
161 - 36		9
161 - 37		7
161 - 38		6
161 - 39		8
161 - 40		7
161 - 41		7
161 - 42		10
161 - 43		10
161 - 44		8
161 - 45		7
161 - 46		9
161 - 47		8
161 - 48		7
161 - 49		6
161 - 50		9
161 - 51		8
161 - 52		7
161 - 53		8
161 - 54		5
161 - 55		6
161 - 56		7
161 - 57		10
161 - 58		8
161 - 59		9
161 - 60		6
161 - 61		6
161 - 62		7
161 - 63		10
161 - 64		8
161 - 65		8
161 - 66		8
161 - 67		8
161 - 68		10
161 - 69		7
161 - 70		6
161 - 71		8
161 - 72		8
161 - 73		8
161 - 74		8
161 - 75		7
161 - 76		8
161 - 77		10
161 - 78		8
161 - 79		8
161 - 80		8
161 - 81		8
161 - 82		8
161 - 83		8
161 - 84		10
161 - 85		8
161 - 86		8
161 - 87		7
161 - 88		8
161 - 89		8
161 - 90		8
161 - 91		8
161 - 92		8
161 - 93		8
161 - 94		8
161 - 95		8
161 - 96		10
161 - 97		8
161 - 98		8
161 - 99		8
161 - 100		8
161 - 101		8
161 - 102		6
161 - 103		8
161 - 104		8
161 - 105		8
161 - 106		8
161 - 107		6
161 - 108		8
161 - 109		8
161 - 110		8
161 - 111		8
161 - 112		8
161 - 113		8
161 - 114		8
161 - 115		8
161 - 116		8
161 - 117		7
161 - 118		8
161 - 119		6
161 - 120		8
161 - 121		9
161 - 122		6
161 - 123		5
161 - 124		8
161 - 125		8
161 - 126		6
161 - 127		8
161 - 128		8
161 - 129		8
161 - 130		9
161 - 131		8
161 - 132		4
161 - 133		5
161 - 134		6
161 - 135		6
161 - 136		8
161 - 137		8
161 - 138		9
161 - 139		8
161 - 140		4
161 - 141		6
161 - 142		8
161 - 143		8
161 - 144		8
161 - 145		7
161 - 146		5
161 - 147		9
161 - 148		7
161 - 149		8
161 - 150		6
161 - 151		3
161 - 152		1
161 - 153		6
161 - 154		8
161 - 155		10
161 - 156		9
161 - 157		9
161 - 158		8
161 - 159		8
161 - 160		5
161 - 162		4
162 - 0		5
162 - 1		10
